"-","Denmark","-","-","-","Germany","-","-","-","Ireland","-","-","-","Great Britain","-","-"
"Week ended","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year"
"2011-01-09 00:00:00","7,900","7,900","97.5","nan","21,701","21,701","-7.09392927476668","nan","1,854","1,854","7.105719237435011","nan","3,931","3,931","4.180544552062699"
"2011-01-16 00:00:00","7,200","15,100","25.83333333333333","nan","20,921","42,622","-4.5013555600367425","nan","1,697","3,551","-2.1493524386883394","nan","5,048","8,979","7.485844188783815"
"2011-01-23 00:00:00","7,300","22,400","16.66666666666667","nan","19,964","62,586","-5.469210204359058","nan","2,124","5,675","4.204921042967328","nan","4,466","13,445","1.4733471769620365"
"2011-01-30 00:00:00","7,700","30,100","18.97233201581028","nan","18,914","81,500","-3.937954526702896","nan","1,639","7,314","3.6858519988658855","nan","4,514","17,959","2.5543987883349786"
"2011-02-06 00:00:00","7,595","37,695","18.537735849056602","nan","22,751","104,251","-0.180009383467862","nan","1,686","9,000","7.193901858027644","nan","4,226","22,186","1.6851712115306583"
"2011-02-13 00:00:00","7,900","45,595","19.046997389033947","nan","17,635","121,886","-2.886645579201499","nan","1,855","10,855","7.934771800735803","nan","4,895","27,081","5.786489182542141"
"2011-02-20 00:00:00","7,100","52,695","17.360801781737194","nan","24,471","146,357","0.9699829597588092","nan","1,661","12,516","9.94378074490514","nan","5,262","32,343","6.457747569450092"
"2011-02-27 00:00:00","7,300","59,995","16.495145631067956","nan","22,750","169,107","1.0384240809229794","nan","1,908","14,424","10.800430173605776","nan","5,004","37,347","8.391323779038984"
"2011-03-06 00:00:00","7,200","67,195","14.863247863247864","nan","23,492","192,599","2.3336007693656455","nan","1,484","15,908","9.235734395385563","nan","5,144","42,492","9.398427765205057"
"2011-03-13 00:00:00","7,300","74,495","13.73282442748092","nan","20,292","212,891","2.1525395264029044","nan","1,678","17,586","10.03629082718058","nan","5,044","47,536","10.475419212780707"
"2011-03-20 00:00:00","6,900","81,395","11.960110041265466","nan","22,417","235,308","2.509725677094437","nan","1,163","18,749","8.721368512612358","nan","5,079","52,616","10.595813277849203"
"2011-03-27 00:00:00","7,200","88,595","10.743750000000006","nan","20,925","256,233","2.113338381221851","nan","1,830","20,579","9.954050010686032","nan","5,202","57,818","12.202351354222671"
"2011-04-03 00:00:00","7,100","95,695","14.467703349282289","nan","21,114","277,347","3.3604144150858986","nan","1,826","22,405","11.141425665955666","nan","4,819","62,637","14.297930254050797"
"2011-04-10 00:00:00","7,000","102,695","13.726467331118485","nan","20,247","297,594","3.3290973104727044","nan","1,852","24,257","12.613741875580303","nan","5,161","67,799","15.090169553831387"
"2011-04-17 00:00:00","7,100","109,795","11.580284552845526","nan","21,318","318,912","3.1990835722560433","nan","1,649","25,906","12.395331684671788","nan","4,734","72,533","13.904937492343194"
"2011-04-24 00:00:00","4,300","114,095","7.738432483474966","nan","17,743","336,655","2.1782941501405304","nan","1,527","27,433","11.588838268792713","nan","4,525","77,058","13.675340809776344"
"2011-05-01 00:00:00","6,700","120,795","7.852678571428569","nan","19,222","355,877","1.7788861655851207","nan","1,490","28,923","10.6338216731056","nan","4,214","81,273","13.608204833591017"
"2011-05-08 00:00:00","8,200","128,995","9.225232853513972","nan","20,820","376,697","1.8438562008451527","nan","1,761","30,684","9.907586503331189","nan","4,463","85,737","14.35665819360267"
"2011-05-15 00:00:00","7,600","136,595","11.87141687141687","nan","20,565","397,262","2.61270266849543","nan","1,748","32,432","10.489558137158042","nan","5,366","91,103","14.347575346400433"
"2011-05-22 00:00:00","5,800","142,395","9.78797224363916","nan","19,647","416,909","2.0884960086194155","nan","1,775","34,207","10.380767989674084","nan","5,048","96,151","15.442451425632214"
"2011-05-29 00:00:00","7,400","149,795","9.65959004392387","nan","21,154","438,063","2.7053577289906343","nan","1,410","35,617","9.476240240978655","nan","4,293","100,445","15.148217693852374"
"2011-06-05 00:00:00","4,700","154,495","7.437413073713486","nan","15,821","453,884","1.6605818979998617","nan","1,740","37,357","10.822035658132847","nan","4,375","104,821","15.713376076296584"
"2011-06-12 00:00:00","8,000","162,495","8.185752330226364","nan","21,091","474,975","1.5969746036974755","nan","1,592","38,949","10.443486644360007","nan","4,793","109,614","15.759257097340793"
"2011-06-19 00:00:00","6,700","169,195","7.904974489795919","nan","16,968","491,943","0.915110711780116","nan","1,834","40,783","10.358544175348399","nan","4,684","114,299","16.25469869570422"
"2011-06-26 00:00:00","7,300","176,495","8.345610804174328","nan","20,220","512,163","0.7496773888958899","nan","1,708","42,491","10.694003021935089","nan","4,081","118,380","16.404683454009785"
"2011-07-03 00:00:00","7,400","183,895","8.556670602125152","nan","18,669","530,832","0.40401289209677316","nan","1,856","44,347","11.111946281819996","nan","3,615","121,995","15.255935407237757"
"2011-07-10 00:00:00","6,900","190,795","8.901255707762573","nan","20,767","551,599","0.6776957250230993","nan","1,762","46,109","11.40668792886828","nan","4,317","126,313","15.20989138839633"
"2011-07-17 00:00:00","6,400","197,195","8.647382920110203","nan","19,762","571,361","0.7259675306702746","nan","1,418","47,527","10.829466222046037","nan","3,934","130,247","14.542597127699352"
"2011-07-24 00:00:00","6,500","203,695","8.753336892685539","nan","20,330","591,691","0.6876542159448604","nan","1,785","49,312","10.98807112311502","nan","4,384","134,631","14.555531065836249"
"2011-07-31 00:00:00","6,700","210,395","8.843766166580451","nan","19,993","611,684","0.48593291563034313","nan","1,457","50,769","10.63194595772498","nan","4,412","139,044","14.450951880972909"
"2011-08-07 00:00:00","6,500","216,895","8.55605605605605","nan","19,944","631,628","0.2690762350916742","nan","1,357","52,126","10.247245193629581","nan","3,932","142,976","14.115929683176347"
"2011-08-14 00:00:00","6,700","223,595","8.435984481086336","nan","20,139","651,767","0.2117191223727275","nan","1,904","54,030","10.09679062659194","nan","4,107","147,083","13.625733573521714"
"2011-08-21 00:00:00","6,500","230,095","8.229068673565394","nan","20,622","672,389","0.08707896946134497","nan","1,656","55,686","10.047033714082445","nan","4,870","151,953","14.015605424423512"
"2011-08-28 00:00:00","6,900","236,995","8.36534064929127","nan","20,832","693,221","0.17108911806738547","nan","1,704","57,390","9.65683277285234","nan","4,718","156,672","14.155864824877327"
"2011-09-04 00:00:00","6,400","243,395","8.22365495775901","nan","21,178","714,399","-0.06980016729659155","nan","1,746","59,136","9.488807835440923","nan","5,066","161,738","14.528093981281586"
"2011-09-11 00:00:00","6,800","250,195","8.0755939524838","nan","21,378","735,777","-0.16526570736571955","nan","1,677","60,813","9.23052053022954","nan","5,257","166,996","14.694023554336354"
"2011-09-18 00:00:00","6,400","256,595","7.587002096436052","nan","21,303","757,080","-0.48137213404807255","nan","1,803","62,616","8.821689259645467","nan","5,284","172,281","15.218074977584394"
"2011-09-25 00:00:00","6,800","263,395","7.3766816143497635","nan","21,328","778,408","-0.8945372876651589","nan","1,730","64,346","8.976052569183352","nan","4,496","176,777","14.701924123447085"
"2011-10-02 00:00:00","6,800","270,195","7.476133651551308","nan","21,051","799,459","-1.5245690016210176","nan","1,882","66,228","8.974232402014025","nan","5,232","182,010","14.826434909867146"
"2011-10-09 00:00:00","6,700","276,895","7.4485836243694195","nan","19,013","818,472","-1.824083370218034","nan","1,726","67,954","8.582202834635595","nan","5,092","187,103","15.136014242071624"
"2011-10-16 00:00:00","6,600","283,495","7.181474480151223","nan","22,315","840,787","-1.8676710368597185","nan","2,141","70,095","9.195849950149551","nan","5,147","192,250","14.72976647821713"
"2011-10-23 00:00:00","6,300","289,795","7.053934244551158","nan","20,660","861,447","-2.134318828856877","nan","1,794","71,889","9.089667521510194","nan","4,625","196,876","14.427217310734719"
"2011-10-30 00:00:00","6,300","296,095","6.585673146148309","nan","21,791","883,238","-2.168764911643322","nan","1,904","73,793","9.581087301940869","nan","4,963","201,840","14.408568728295364"
"2011-11-06 00:00:00","6,600","302,695","6.28335674157303","nan","18,479","901,717","-2.4822909794845742","nan","1,603","75,396","8.903397272937369","nan","4,795","206,635","14.192575070505143"
"2011-11-13 00:00:00","6,200","308,895","5.89475488515599","nan","20,994","922,711","-2.5896260824858786","nan","2,078","77,474","9.101406824294827","nan","5,824","212,460","14.567278105103512"
"2011-11-20 00:00:00","6,300","315,195","5.522263140274532","nan","19,377","942,088","-2.7169586090031004","nan","1,697","79,171","8.74390495158299","nan","4,909","217,370","14.326725477631925"
"2011-11-27 00:00:00","5,800","320,995","5.140845070422543","nan","19,933","962,021","-2.8921753192021953","nan","1,893","81,064","8.764020823270542","nan","5,114","222,484","13.717654915608335"
"2011-12-04 00:00:00","6,300","327,295","5.104367373153494","nan","19,184","981,205","-2.9901655941130088","nan","1,552","82,616","8.13895651718633","nan","5,057","227,541","14.231999589326222"
"2011-12-11 00:00:00","6,200","333,495","4.806725329981148","nan","19,986","1,001,191","-3.133577597842063","nan","2,124","84,740","7.5503547359470105","nan","5,519","233,061","14.744275222726316"
"2011-12-18 00:00:00","6,900","340,395","4.736923076923077","nan","19,450","1,020,641","-3.327700814757705","nan","2,179","86,919","7.61563985736926","nan","6,471","239,532","15.052582006191557"
"2011-12-25 00:00:00","6,900","347,295","5.496658566221143","nan","17,215","1,037,856","-3.3502447310193872","nan","762","87,681","8.136007103744276","nan","3,627","243,160","14.88134342399961"
"2012-01-01 00:00:00","4,300","351,595","5.1420454545454675","nan","12,033","1,049,889","-3.6556011837848956","nan","726","88,407","7.578578468951918","nan","2,375","245,535","15.013988073614357"
"2012-01-08 00:00:00","6,100","6,100","-22.784810126582272","nan","18,014","18,014","-16.990000460808247","nan","1,400","1,400","-24.487594390507013","nan","4,323,000","4,323,000","109,871"
"2012-01-15 00:00:00","6,300","12,400","-17.88079470198676","nan","18,123","36,137","-15.215147107127763","nan","2,212","3,612","1.7178259645170328","nan","5,407,000","9,730,000","108,259"
"2012-01-22 00:00:00","5,900","18,300","-18.30357142857143","nan","17,467","53,604","-14.35145240149555","nan","1,976","5,588","-1.5330396475770982","nan","5,058,000","14,788,000","109,883"
"2012-01-29 00:00:00","6,200","24,500","-18.604651162790702","nan","17,152","70,756","-13.182822085889569","nan","1,961","7,549","3.2130161334427214","nan","4,905,000","19,693,000","109,550"
"2012-02-05 00:00:00","5,800","30,300","-19.617986470354154","nan","16,111","86,867","-16.675139806812396","nan","1,712","9,261","2.8999999999999915","nan","4,946,000","24,639,000","110,956"
"2012-02-12 00:00:00","5,900","36,200","-20.605329531746904","nan","16,163","103,030","-15.470193459462124","nan","2,225","11,486","5.812989405803776","nan","4,132,000","28,771,000","106,138"
"2012-02-19 00:00:00","5,400","41,600","-21.055128570073066","nan","17,183","120,213","-17.86317019343113","nan","1,976","13,462","7.5583253435602415","nan","5,115,000","33,886,000","104,668"
"2012-02-26 00:00:00","6,400","48,000","-19.99333277773148","nan","16,809","137,022","-18.97319448633114","nan","2,106","15,568","7.931225734886297","nan","4,172,000","38,058,000","101,801"
"2012-03-04 00:00:00","6,000","54,000","-19.63687774387975","nan","18,979","156,001","-19.00217550454572","nan","1,882","17,450","9.693236107618802","nan","5,482,000","43,540,000","102,366"
"2012-03-11 00:00:00","6,000","60,000","-19.457681723605617","nan","17,259","173,260","-18.615629594487316","nan","2,324","19,774","12.441715000568635","nan","5,472,000","49,012,000","103,003"
"2012-03-18 00:00:00","5,700","65,700","-19.282511210762337","nan","17,696","190,956","-18.848487939211594","nan","1,657","21,431","14.3047629206891","nan","4,813,000","53,825,000","102,197"
"2012-03-25 00:00:00","6,200","71,900","-18.844178565381796","nan","16,913","207,869","-18.87500829323311","nan","2,168","23,599","14.675154283492887","nan","4,578,000","58,403,000","100,911"
"2012-04-01 00:00:00","6,100","78,000","-18.4910392392497","nan","18,593","226,462","-18.34705260918632","nan","1,721","25,320","13.01048873019414","nan","5,254,000","63,657,000","101,526"
"2012-04-08 00:00:00","4,000","82,000","-20.151906129801844","nan","15,648","242,110","-18.644193095290902","nan","1,638","26,958","11.134930123263388","nan","4,057,000","67,714,000","99,774"
"2012-04-15 00:00:00","5,900","87,900","-19.941709549615197","nan","17,677","259,787","-18.539597130242825","nan","1,763","28,721","10.866208600324256","nan","4,529,000","72,243,000","99,499"
"2012-04-22 00:00:00","6,600","94,500","-17.174284587405225","nan","18,109","277,896","-17.453773150554724","nan","1,861","30,582","11.478875806510416","nan","5,384,000","77,627,000","100,637"
"2012-04-29 00:00:00","6,100","100,600","-16.718407218841833","nan","18,429","296,325","-16.733871534266058","nan","1,967","32,549","12.536735470041151","nan","4,645,000","82,272,000","101,128"
"2012-05-06 00:00:00","7,100","107,700","-16.50839179813171","nan","14,865","311,190","-17.389838517429126","nan","2,170","34,719","13.15017598748534","nan","5,623,000","87,895,000","102,416"
"2012-05-13 00:00:00","7,200","114,900","-15.882718986785747","nan","19,357","330,547","-16.793702896325343","nan","1,510","36,229","11.707572767636904","nan","5,205","87,900,205","96,384"
"2012-05-20 00:00:00","3,300","118,200","-16.991467397029396","nan","13,541","344,088","-17.466881261858106","nan","2,068","38,297","11.956617066682256","nan","3,796","87,904,001","91,321"
"2012-05-27 00:00:00","7,100","125,300","-16.352348209219272","nan","20,253","364,341","-16.829086227323458","nan","2,090","40,387","13.392481118566963","nan","4,931","87,908,933","87,419"
"2012-06-03 00:00:00","5,900","131,200","-15.078157869186697","nan","14,628","378,969","-16.505318539538735","nan","1,879","42,266","13.140776828974495","nan","5,044","87,913,978","83,770"
"2012-06-10 00:00:00","5,600","136,800","-15.812794239822765","nan","18,117","397,086","-16.398547291962743","nan","1,607","43,873","12.64217309815399","nan","3,607","87,917,585","80,106"
"2012-06-17 00:00:00","7,200","144,000","-14.891101982919125","nan","16,679","413,765","-15.891678507469365","nan","1,817","45,690","12.031974106858257","nan","5,500","87,923,085","76,823"
"2012-06-24 00:00:00","5,800","149,800","-15.125074364712873","nan","16,963","430,728","-15.900211456118456","nan","2,068","47,758","12.395566119884222","nan","5,372","87,928,457","74,176"
"2012-07-01 00:00:00","6,300","156,100","-15.11460344218169","nan","16,967","447,695","-15.661640594387677","nan","1,677","49,435","11.473154892100922","nan","4,468","87,932,926","71,978"
"2012-07-08 00:00:00","5,400","161,500","-15.354175948007025","nan","17,698","465,393","-15.628382212440556","nan","1,732","51,167","10.969658851851037","nan","5,233","87,938,159","69,518"
"2012-07-15 00:00:00","5,200","166,700","-15.464388042293166","nan","16,619","482,012","-15.637924184534825","nan","1,507","52,674","10.829633681907126","nan","5,367","87,943,527","67,420"
"2012-07-22 00:00:00","6,100","172,800","-15.167284420334326","nan","18,266","500,278","-15.449449121247412","nan","2,060","54,734","10.995295262816356","nan","4,674","87,948,201","65,224"
"2012-07-29 00:00:00","6,000","178,800","-15.016991848665612","nan","16,663","516,941","-15.488879879153288","nan","1,804","56,538","11.363233469243042","nan","5,361","87,953,563","63,155"
"2012-08-05 00:00:00","6,000","184,800","-14.797482652896562","nan","19,168","536,109","-15.122667139518825","nan","1,888","58,426","12.0860990676438","nan","5,585","87,959,149","61,419"
"2012-08-12 00:00:00","6,100","190,900","-14.622420000447235","nan","18,438","554,547","-14.91637348929909","nan","1,609","60,035","11.114195817138622","nan","4,877","87,964,026","59,705"
"2012-08-19 00:00:00","6,400","197,300","-14.252808622525478","nan","18,087","572,634","-14.835906000841774","nan","1,671","61,706","10.81061667205401","nan","5,066","87,969,093","57,791"
"2012-08-26 00:00:00","6,200","203,500","-14.133209561383154","nan","17,969","590,603","-14.803071459173907","nan","1,859","63,565","10.759714235929607","nan","6,166","87,975,259","56,052"
"2012-09-02 00:00:00","6,400","209,900","-13.761580969206435","nan","19,435","610,038","-14.608223135810661","nan","1,919","65,484","10.734577922077932","nan","4,966","87,980,226","54,296"
"2012-09-09 00:00:00","6,500","216,400","-13.507464177941202","nan","19,588","629,626","-14.427061460197848","nan","1,821","67,305","10.675349020768593","nan","5,818","87,986,044","52,587"
"2012-09-16 00:00:00","5,900","222,300","-13.36542021473528","nan","20,099","649,725","-14.180139483277856","nan","1,597","68,902","10.038967675993348","nan","6,199","87,992,243","50,974"
"2012-09-23 00:00:00","6,800","229,100","-13.020368647848287","nan","19,529","669,254","-14.022723301918788","nan","1,953","70,855","10.11562490286886","nan","5,818","87,998,062","49,678"
"2012-09-30 00:00:00","6,500","235,600","-12.803715834860014","nan","21,068","690,322","-13.651356729988649","nan","1,817","72,672","9.730023554991845","nan","5,940","88,004,003","48,250"
"2012-10-07 00:00:00","6,700","242,300","-12.493905632098816","nan","17,412","707,734","-13.529845859113081","nan","2,120","74,792","10.06268946640374","nan","5,449","88,009,452","46,937"
"2012-10-14 00:00:00","6,500","248,800","-12.238311081324184","nan","20,725","728,459","-13.359864032150824","nan","1,829","76,621","9.31022184178613","nan","5,918","88,015,370","45,681"
"2012-10-21 00:00:00","6,600","255,400","-11.868734795286315","nan","20,339","748,798","-13.076718590928976","nan","1,727","78,348","8.984684722280178","nan","5,434","88,020,805","44,608"
"2012-10-28 00:00:00","6,700","262,100","-11.481112480791637","nan","19,415","768,213","-13.023103625523362","nan","1,765","80,113","8.564497987614004","nan","5,586","88,026,392","43,511"
"2012-11-04 00:00:00","6,900","269,000","-11.131667189745457","nan","17,879","786,092","-12.822759247080853","nan","1,666","81,779","8.465966364263352","nan","4,875","88,031,268","42,502"
"2012-11-11 00:00:00","6,600","275,600","-10.77874358600819","nan","20,717","806,809","-12.561029401405207","nan","2,100","83,879","8.267289671373618","nan","6,223","88,037,491","41,337"
"2012-11-18 00:00:00","6,000","281,600","-10.658481257634165","nan","18,360","825,169","-12.410624060597314","nan","1,765","85,644","8.175973525659643","nan","5,219","88,042,710","40,403"
"2012-11-25 00:00:00","6,600","288,200","-10.216670041589438","nan","19,787","844,956","-12.168653283036448","nan","1,977","87,621","8.088670679956579","nan","5,423","88,048,134","39,474"
"2012-12-02 00:00:00","6,100","294,300","-10.081119479368766","nan","18,926","863,882","-11.957032424416909","nan","1,641","89,262","8.044446596300972","nan","4,462","88,052,597","38,597"
"2012-12-09 00:00:00","5,600","299,900","-10.07361429706593","nan","18,517","882,399","-11.865068703174515","nan","1,889","91,151","7.565494453622847","nan","5,470","88,058,067","37,683"
"2012-12-16 00:00:00","6,500","306,400","-9.986926952511055","nan","19,153","901,552","-11.668059582164545","nan","2,342","93,493","7.563363591389688","nan","6,406","88,064,473","36,665"
"2012-12-23 00:00:00","3,300","309,700","-10.825091060913621","nan","10,574","912,126","-12.114397373045975","nan","293","93,786","6.962739932254422","nan","3,344","88,067,818","36,117"
"2012-12-30 00:00:00","2,900","312,600","-11.090885820333057","nan","10,313","922,439","-12.139378543827021","nan","847","94,633","7.0424287669528525","nan","1,971","88,069,790","35,768"
"2013-01-06 00:00:00","4,900","4,900","-19.67213114754098","nan","17,162","17,162","-4.729654713000997","nan","1,807","1,807","29.071428571428584","nan","3,900","3,900","-99.90977175727583"
"2013-01-13 00:00:00","8,100","13,000","4.838709677419345","nan","22,345","39,507","9.325621938733164","nan","2,184","3,991","10.492801771871527","nan","6,165","10,066","-99.89654493040467"
"2013-01-20 00:00:00","7,900","20,900","14.207650273224033","nan","18,235","57,742","7.7195731661816325","nan","1,923","5,914","5.833929849677872","nan","5,840","15,906","-99.89243479601116"
"2013-01-27 00:00:00","6,800","27,700","13.061224489795919","nan","17,603","75,345","6.485669059867718","nan","1,869","7,783","3.099748311034574","nan","4,360","20,267","-99.89708471466304"
"2013-02-03 00:00:00","6,600","34,300","13.201320132013208","nan","18,945","94,290","8.545247332128426","nan","1,875","9,658","4.286794082712447","nan","5,097","25,365","-99.89705345184464"
"2013-02-10 00:00:00","6,400","40,700","12.430939226519342","nan","17,368","111,658","8.37425992429391","nan","1,849","11,507","0.18283127285390322","nan","4,909","30,274","-99.89477314717422"
"2013-02-17 00:00:00","6,000","46,700","12.259615384615373","nan","17,381","129,039","7.341968006787951","nan","1,545","13,052","-3.045609864804632","nan","5,089","35,364","-99.89563802551143"
"2013-02-24 00:00:00","6,100","52,800","10.000000000000014","nan","19,652","148,691","8.516150691129894","nan","1,840","14,892","-4.342240493319622","nan","4,835","40,199","-99.89437378031162"
"2013-03-03 00:00:00","6,300","59,100","9.444444444444457","nan","18,792","167,483","7.360209229428023","nan","2,011","16,903","-3.134670487106021","nan","5,602","45,802","-99.89480477721635"
"2013-03-10 00:00:00","6,400","65,500","9.166666666666657","nan","18,444","185,927","7.310977721343633","nan","1,872","18,775","-5.052088601193489","nan","4,996","50,798","-99.8963541692313"
"2013-03-17 00:00:00","6,200","71,700","9.132420091324207","nan","19,296","205,223","7.471354657617454","nan","1,708","20,483","-4.423498670150721","nan","5,688","56,487","-99.89505336745238"
"2013-03-24 00:00:00","7,300","79,000","9.874826147426987","nan","18,312","223,535","7.536477300607601","nan","1,865","22,348","-5.301072079325394","nan","4,965","61,452","-99.89477826321034"
"2013-03-31 00:00:00","4,000","83,000","6.410256410256409","nan","17,313","240,848","6.352500640284035","nan","1,692","24,040","-5.055292259083728","nan","4,850","66,303","-99.89584334794289"
"2013-04-07 00:00:00","5,900","88,900","8.41463414634147","nan","17,465","258,313","6.692412539754656","nan","1,489","25,529","-5.3008383411232245","nan","4,473","70,776","-99.89547787900972"
"2013-04-14 00:00:00","6,600","95,500","8.646188850967022","nan","20,812","279,125","7.443790489901332","nan","2,129","27,658","-3.7011246126527624","nan","5,118","75,894","-99.89494588204168"
"2013-04-21 00:00:00","6,700","102,200","8.148148148148152","nan","17,451","296,576","6.721939142700876","nan","1,926","29,584","-3.2633575305735434","nan","4,784","80,678","-99.89606860880347"
"2013-04-28 00:00:00","5,400","107,600","6.958250497017886","nan","18,198","314,774","6.225934362608626","nan","1,540","31,124","-4.378014685551008","nan","5,143","85,822","-99.89568478651185"
"2013-05-05 00:00:00","6,100","113,700","5.571030640668525","nan","15,294","330,068","6.0663903081718615","nan","2,311","33,435","-3.698263198824847","nan","5,211","91,034","-99.89642869332727"
"2013-05-12 00:00:00","3,400","117,100","1.9147084421235832","nan","16,482","346,550","4.8413690035002475","nan","1,677","35,112","-3.083165419967429","nan","4,575","95,609","-99.891229149144"
"2013-05-19 00:00:00","7,100","124,200","5.076142131979694","nan","19,103","365,653","6.267292088070491","nan","1,846","36,958","-3.4963574170300546","nan","4,967","100,577","-99.88558298236613"
"2013-05-26 00:00:00","6,100","130,300","3.9904229848363855","nan","16,794","382,447","4.969520312015391","nan","2,327","39,285","-2.728600787382078","nan","5,560","106,137","-99.87926374140264"
"2013-06-02 00:00:00","6,100","136,400","3.963414634146332","nan","16,560","399,007","5.287503727217796","nan","1,884","41,169","-2.59546680547011","nan","3,939","110,076","-99.87479010448145"
"2013-06-09 00:00:00","5,500","141,900","3.7280701754385888","nan","17,917","416,924","4.9958950957726955","nan","1,755","42,924","-2.163061564059902","nan","5,526","115,603","-99.86850928975971"
"2013-06-16 00:00:00","5,500","147,400","2.3611111111111","nan","16,561","433,485","4.765990356845066","nan","1,850","44,774","-2.004815057999565","nan","4,924","120,527","-99.86291696068206"
"2013-06-23 00:00:00","6,000","153,400","2.403204272363155","nan","17,288","450,773","4.653749001690159","nan","2,039","46,813","-1.978726077306419","nan","5,297","125,824","-99.85690086535858"
"2013-06-30 00:00:00","6,000","159,400","2.1140294682895586","nan","16,937","467,710","4.470677581835858","nan","1,907","48,720","-1.44634368362496","nan","4,418","130,243","-99.85188369598892"
"2013-07-07 00:00:00","5,600","165,000","2.167182662538707","nan","16,806","484,516","4.109000350241615","nan","1,903","50,623","-1.063185256122111","nan","4,611","134,854","-99.8466479775307"
"2013-07-14 00:00:00","5,600","170,600","2.3395320935812833","nan","16,761","501,277","3.9967884616980456","nan","1,776","52,399","-0.522079204161443","nan","4,918","139,773","-99.84106459316274"
"2013-07-21 00:00:00","5,300","175,900","1.7939814814814952","nan","16,954","518,231","3.5886047357669213","nan","1,632","54,031","-1.2843936127452764","nan","4,071","143,844","-99.8364436892562"
"2013-07-28 00:00:00","5,700","181,600","1.5659955257270752","nan","14,975","533,206","3.1463938824740154","nan","1,832","55,863","-1.1938872970391685","nan","5,034","148,879","-99.83072915143629"
"2013-08-04 00:00:00","5,600","187,200","1.298701298701289","nan","17,287","550,493","2.6830364720607207","nan","1,773","57,636","-1.3521377468935043","nan","4,682","153,562","-99.82541668291948"
"2013-08-11 00:00:00","5,600","192,800","0.9952854897852319","nan","16,880","567,373","2.3128788001738343","nan","1,590","59,226","-1.3475472640959367","nan","4,888","158,450","-99.81986843809557"
"2013-08-18 00:00:00","5,600","198,400","0.5575266092245243","nan","17,592","584,965","2.1533824397433676","nan","1,802","61,028","-1.0987586296308223","nan","4,820","163,271","-99.81439894599927"
"2013-08-25 00:00:00","5,500","203,900","0.19656019656019907","nan","18,326","603,291","2.1483128260438917","nan","1,709","62,737","-1.3026036340753677","nan","4,822","168,094","-99.80892992320945"
