"-","Denmark","-","-","-","Germany","-","-","-","Ireland","-","-","-","Great Britain","-","-"
"2013-09-01 00:00:00","5,900","209,800","-0.047641734159114435","nan","18,120","621,411","1.8643100921581919","nan","1,788","64,525","-1.4644798729460717","nan","4,246","172,341","-99.80411393805694"
"2013-09-08 00:00:00","6,100","215,900","-0.23105360443622658","nan","18,714","640,125","1.6674978479287716","nan","1,715","66,240","-1.582349008246041","nan","5,171","177,512","-99.79824943980832"
"2013-09-15 00:00:00","6,000","221,900","-0.17993702204228157","nan","19,041","659,166","1.4530763015121693","nan","1,405","67,645","-1.8243302081216797","nan","4,751","182,263","-99.79286397632978"
"2013-09-22 00:00:00","6,000","227,900","-0.5237887385421232","nan","17,872","677,038","1.1630860629895352","nan","1,953","69,598","-1.7740455860560331","nan","5,194","187,458","-99.78697478223775"
"2013-09-29 00:00:00","6,000","233,900","-0.7215619694397333","nan","17,374","694,412","0.5924771338592763","nan","1,542","71,140","-2.108102157639806","nan","4,912","192,371","-99.78140653442776"
"2013-10-06 00:00:00","6,300","240,200","-0.8666941807676523","nan","15,128","709,540","0.2551806187070156","nan","1,863","73,003","-2.391967055300043","nan","5,059","197,430","-99.77567149645861"
"2013-10-13 00:00:00","5,900","246,100","-1.0852090032154393","nan","20,065","729,605","0.15731839403451886","nan","1,852","74,855","-2.304851150467897","nan","4,515","201,945","-99.77055630142615"
"2013-10-20 00:00:00","6,000","252,100","-1.292090837901327","nan","17,699","747,304","-0.19951976367458713","nan","2,100","76,955","-1.7779649767703063","nan","4,990","206,936","-99.76490097631779"
"2013-10-27 00:00:00","5,700","257,800","-1.640595192674553","nan","17,668","764,972","-0.4218882002777917","nan","1,624","78,579","-1.914795351565914","nan","5,128","212,064","-99.75909009573738"
"2013-11-03 00:00:00","6,200","264,000","-1.8587360594795541","nan","16,168","781,140","-0.6299517104868073","nan","1,923","80,502","-1.561525575025371","nan","4,448","216,513","-99.75404989054572"
"2013-11-10 00:00:00","6,000","270,000","-2.0319303338171153","nan","18,026","799,166","-0.9473121891302725","nan","1,654","82,156","-2.0541494295354","nan","4,709","221,222","-99.7487183588681"
"2013-11-17 00:00:00","6,000","276,000","-1.9886363636363598","nan","17,336","816,502","-1.0503302959757264","nan","1,702","83,858","-2.0853766755406014","nan","4,782","226,004","-99.74330142359501"
"2013-11-24 00:00:00","5,600","281,600","-2.2900763358778704","nan","17,983","834,485","-1.2392361259047817","nan","1,939","85,797","-2.081692744889935","nan","4,801","230,805","-99.73786397064247"
"2013-12-01 00:00:00","5,800","287,400","-2.3445463812436316","nan","16,746","851,231","-1.4644361151175787","nan","1,446","87,243","-2.261880755528665","nan","5,214","236,020","-99.73195566281821"
"2013-12-08 00:00:00","6,100","293,500","-2.1340446815605247","nan","17,290","868,521","-1.5727579020375089","nan","1,565","88,808","-2.5704600059242324","nan","4,720","240,740","-99.72661185801888"
"2013-12-15 00:00:00","6,500","300,000","-2.0887728459530024","nan","17,690","886,211","-1.7016212043232173","nan","2,193","91,001","-2.6654401933834606","nan","5,209","245,949","-99.72071600000922"
"2013-12-22 00:00:00","5,300","305,300","-1.420729738456572","nan","18,681","904,892","-0.7930921824397075","nan","440","91,441","-2.5003731900283555","nan","4,169","250,119","-99.71599265723617"
"2013-12-29 00:00:00","2,700","308,000","-1.4715291106845712","nan","5,892","910,784","-1.2634981825356562","nan","108","91,549","-3.2589054558135047","nan","1,835","251,955","-99.71391438539821"
"2014-01-05 00:00:00","4,600","4,600","-6.122448979591837","nan","13,407","13,407","-21.87973429670201","nan","1,409","1,409","-22.025456557830665","nan","2,832","2,832","-27.37396400036468"
"2014-01-12 00:00:00","6,800","11,400","-12.307692307692307","nan","22,138","35,545","-10.028602526134605","nan","2,324","3,733","-6.464545226760208","nan","6,422","9,255","-8.056432636301992"
"2014-01-19 00:00:00","6,000","17,400","-16.74641148325358","nan","18,296","53,841","-6.755914239201971","nan","1,840","5,573","-5.765979032803514","nan","5,712","14,967","-5.901930360848709"
"2014-01-26 00:00:00","6,200","23,600","-14.801444043321297","nan","17,669","71,510","-5.089919702700911","nan","2,041","7,614","-2.1713992033920135","nan","4,497","19,465","-3.9538178819683623"
"2014-02-02 00:00:00","5,500","29,100","-15.160349854227405","nan","16,680","88,190","-6.4694029059285185","nan","2,096","9,710","0.5384137502588544","nan","5,120","24,585","-3.0711610486891487"
"2014-02-09 00:00:00","5,900","35,000","-14.004914004914","nan","16,855","105,045","-5.922549212774726","nan","1,581","11,291","-1.8771182758321032","nan","4,805","29,391","-2.9168019019899702"
"2014-02-16 00:00:00","5,500","40,500","-13.276231263383295","nan","18,125","123,170","-4.548237354598214","nan","1,934","13,225","1.3254673613239305","nan","4,805","34,197","-3.298757752236895"
"2014-02-23 00:00:00","6,100","46,600","-11.74242424242425","nan","17,425","140,595","-5.444848713103013","nan","1,800","15,025","0.8930969648133242","nan","4,295","38,492","-4.244735412403642"
"2014-03-02 00:00:00","5,700","52,300","-11.50592216582065","nan","17,760","158,355","-5.450105383830007","nan","1,728","16,753","-0.887416434952371","nan","5,499","43,991","-3.9517924981442007"
"2014-03-09 00:00:00","6,100","58,400","-10.839694656488547","nan","16,089","174,444","-6.17607985929962","nan","1,447","18,200","-3.062583222370179","nan","4,894","48,886","-3.7654273144782167"
"2014-03-16 00:00:00","6,100","64,500","-10.041841004184107","nan","18,449","192,893","-6.008098507477229","nan","1,718","19,918","-2.7583850021969454","nan","5,361","54,247","-3.96533422948508"
"2014-03-23 00:00:00","6,300","70,800","-10.379746835443044","nan","17,911","210,804","-5.695304985796412","nan","1,542","21,460","-3.973509933774835","nan","4,530","58,778","-4.352313278064258"
"2014-03-30 00:00:00","6,200","77,000","-7.228915662650607","nan","18,050","228,854","-4.97990433800571","nan","1,976","23,436","-2.512479201331118","nan","5,006","63,784","-3.797716543746148"
"2014-04-06 00:00:00","5,900","82,900","-6.749156355455568","nan","17,188","246,042","-4.750438421604798","nan","1,524","24,960","-2.2288377923146214","nan","5,069","68,854","-2.7144240732686598"
"2014-04-13 00:00:00","6,500","89,400","-6.387434554973822","nan","18,412","264,454","-5.256068069861172","nan","2,070","27,030","-2.2705907874755837","nan","5,001","73,856","-2.6848183717622334"
"2014-04-20 00:00:00","3,100","92,500","-9.49119373776908","nan","14,778","279,232","-5.848079413034085","nan","1,989","29,019","-1.9098161168199113","nan","4,504","78,361","-2.872784174821973"
"2014-04-27 00:00:00","5,900","98,400","-8.550185873605955","nan","18,417","297,649","-5.440411215665847","nan","1,498","30,517","-1.9502634622799064","nan","3,899","82,260","-4.150381929347873"
"2014-05-04 00:00:00","6,200","104,600","-8.003518029903262","nan","16,006","313,655","-4.972611704254888","nan","1,929","32,446","-2.957978166591886","nan","5,596","87,856","-3.4899048707076616"
"2014-05-11 00:00:00","6,900","111,500","-4.782237403928264","nan","19,654","333,309","-3.820805078632233","nan","1,492","33,938","-3.343586238323084","nan","4,912","92,769","-2.9706282308694796"
"2014-05-18 00:00:00","5,400","116,900","-5.877616747181975","nan","17,042","350,351","-4.18484191296119","nan","1,850","35,788","-3.1657557227122766","nan","5,213","97,982","-2.579655465606919"
"2014-05-25 00:00:00","7,100","124,000","-4.834996162701458","nan","17,832","368,183","-3.729667117273763","nan","1,878","37,666","-4.1211658393788895","nan","4,913","102,896","-3.0541470309278793"
"2014-06-01 00:00:00","4,000","128,000","-6.158357771260995","nan","14,730","382,913","-4.0335131965103415","nan","2,306","39,972","-2.907527508562268","nan","4,367","107,263","-2.5554838885507394"
"2014-06-08 00:00:00","5,400","133,400","-5.990133897110638","nan","19,084","401,997","-3.5802688259730786","nan","1,979","41,951","-2.2667971298108256","nan","4,731","111,995","-3.120639911622277"
"2014-06-15 00:00:00","5,500","138,900","-5.766621438263229","nan","14,783","416,780","-3.8536512220722727","nan","2,077","44,028","-1.666145530888457","nan","4,890","116,886","-3.0211483691172987"
"2014-06-22 00:00:00","5,800","144,700","-5.671447196870929","nan","17,466","434,246","-3.6663686600572873","nan","1,756","45,784","-2.198107363339247","nan","4,128","121,015","-3.8224300607457877"
"2014-06-29 00:00:00","6,500","151,200","-5.144291091593473","nan","17,579","451,825","-3.396335335998799","nan","1,916","47,700","-2.0935960591132954","nan","4,958","125,973","-3.277719340002932"
"2014-07-06 00:00:00","6,600","157,800","-4.36363636363636","nan","16,831","468,656","-3.2733697132808857","nan","1,960","49,660","-1.902297374711111","nan","4,092","130,066","-3.550901449612141"
"2014-07-13 00:00:00","5,800","163,600","-4.1031652989449015","nan","17,443","486,099","-3.0278668281209775","nan","2,069","51,729","-1.2786503559228208","nan","4,846","134,912","-3.477510046136487"
"2014-07-20 00:00:00","5,700","169,300","-3.7521318931210885","nan","16,100","502,199","-3.093601116104594","nan","2,074","53,803","-0.42197997445910573","nan","4,489","139,402","-3.088174882637574"
"2014-07-27 00:00:00","5,700","175,000","-3.6343612334801776","nan","15,545","517,744","-2.8998173313878652","nan","2,148","55,951","0.15752823872688282","nan","4,660","144,063","-3.235063991195503"
"2014-08-03 00:00:00","5,800","180,800","-3.418803418803421","nan","17,849","535,593","-2.706664753230285","nan","1,850","57,801","0.2862794087028959","nan","4,528","148,591","-3.236477774449426"
"2014-08-10 00:00:00","5,400","186,200","-3.423236514522827","nan","17,100","552,693","-2.5873631632100853","nan","1,760","59,561","0.5656299598149559","nan","4,391","152,983","-3.4502692276421953"
"2014-08-17 00:00:00","5,600","191,800","-3.326612903225808","nan","17,842","570,535","-2.466814253844248","nan","1,991","61,552","0.8586222717441103","nan","4,447","157,431","-3.5771881006818234"
"2014-08-24 00:00:00","6,200","198,000","-2.893575282000981","nan","18,187","588,722","-2.414920825936406","nan","2,041","63,593","1.3644260962430508","nan","4,351","161,782","-3.7549266744184564"
"2014-08-31 00:00:00","6,200","204,200","-2.6692087702573986","nan","18,439","607,161","-2.29316828958612","nan","2,227","65,820","2.0069740410693555","nan","4,150","165,932","-3.7182098281894866"
"2014-09-07 00:00:00","6,000","210,200","-2.6401111625752662","nan","17,220","624,381","-2.459519625073227","nan","1,898","67,718","2.2312801932366995","nan","5,144","171,077","-3.625213915732104"
"2014-09-14 00:00:00","5,800","216,000","-2.658855340243349","nan","18,635","643,016","-2.4500656890676993","nan","1,996","69,714","3.0586148274077942","nan","4,579","175,656","-3.624978630301854"
"2014-09-21 00:00:00","6,300","222,300","-2.4572180781044324","nan","18,317","661,333","-2.319663002667511","nan","2,025","71,739","3.076237822925947","nan","4,725","180,381","-3.7749007179355942"
"2014-09-28 00:00:00","5,500","227,800","-2.607952116289013","nan","18,507","679,840","-2.098466040333406","nan","2,093","73,832","3.784087714366052","nan","4,368","184,749","-3.961615836066784"
"2014-10-05 00:00:00","5,700","233,500","-2.7893422148209766","nan","15,159","694,999","-2.0493559207373835","nan","1,727","75,559","3.5012259770146272","nan","4,614","189,364","-4.085339959178228"
"2014-10-12 00:00:00","5,500","239,000","-2.8850060950832983","nan","20,528","715,527","-1.929537215342549","nan","2,085","77,644","3.725870015363043","nan","4,657","194,021","-3.923868333931523"
"2014-10-19 00:00:00","6,000","245,000","-2.816342721142405","nan","19,115","734,642","-1.694357316433468","nan","1,939","79,583","3.414982782145401","nan","5,214","199,236","-3.7208689620816813"
"2014-10-26 00:00:00","5,900","250,900","-2.676493405740885","nan","19,052","753,694","-1.4743023274054536","nan","1,997","81,580","3.8190865243894763","nan","4,344","203,580","-4.000610990622619"
"2014-11-02 00:00:00","6,000","256,900","-2.6893939393939377","nan","18,618","772,312","-1.1301431241518856","nan","1,794","83,374","3.567613227000564","nan","4,890","208,470","-3.7143266224199323"
"2014-11-09 00:00:00","5,900","262,800","-2.666666666666657","nan","19,174","791,486","-0.9610018444228103","nan","2,308","85,682","4.2918350455231575","nan","4,811","213,282","-3.5891531320910417"
"2014-11-16 00:00:00","5,900","268,700","-2.64492753623189","nan","19,127","810,613","-0.7212474678567844","nan","2,045","87,727","4.613751818550412","nan","4,695","217,977","-3.5516878864869597"
"2014-11-23 00:00:00","5,800","274,500","-2.5213068181818272","nan","20,240","830,853","-0.43523850039245815","nan","2,206","89,933","4.820681375805691","nan","4,195","222,173","-3.7401738095262687"
"2014-11-30 00:00:00","6,100","280,600","-2.3660403618649894","nan","18,068","848,921","-0.2713716958146506","nan","2,004","91,937","5.380374356681898","nan","4,949","227,122","-3.769595796966371"
"2014-12-06 00:00:00","5,700","286,300","-2.4531516183986355","nan","19,015","867,936","-0.06735588431368456","nan","2,145","94,082","5.938654175299533","nan","4,704","231,827","-3.702431269340508"
"2014-12-13 00:00:00","5,800","292,100","-2.6333333333333258","nan","17,704","885,640","-0.06443160827387828","nan","2,583","96,665","6.224107427390905","nan","4,950","236,777","-3.729227158896748"
"2014-12-20 00:00:00","5,800","297,900","-2.4238453979692167","nan","18,932","904,572","-0.03536333617712728","nan","479","97,144","6.2368084338535255","nan","4,089","240,867","-3.69874286851622"
"2014-12-27 00:00:00","3,200","301,100","-2.240259740259745","nan","6,934","911,506","0.07927236315086361","nan","148","97,292","6.273143344001568","nan","1,803","242,670","-3.6847849814451337"
"2015-01-03 00:00:00","3,600","3,600","-21.73913043478261","nan","10,651","10,651","-20.556425747743717","nan","1,706","1,706","21.07877927608233","nan","2,672","2,672","-5.646486787793236"
"2015-01-10 00:00:00","6,300","9,900","-13.157894736842096","nan","24,506","35,157","-1.0915740610493714","nan","2,387","4,093","9.643718189124044","nan","4,979","7,652","-17.312953049878757"
"2015-01-17 00:00:00","6,200","16,100","-7.47126436781609","nan","20,792","55,949","3.915231886480555","nan","2,143","6,236","11.896644536156458","nan","5,308","12,961","-13.405174293419947"
"2015-01-24 00:00:00","5,500","21,600","-8.474576271186436","nan","18,724","74,673","4.423157600335628","nan","2,124","8,360","9.797741003414771","nan","4,660","17,621","-9.472827464148878"
"2015-01-31 00:00:00","5,800","27,400","-5.841924398625437","nan","18,774","93,447","5.960993309899081","nan","2,116","10,476","7.888774459320274","nan","4,497","22,119","-10.034165785406316"
"2015-02-07 00:00:00","6,100","33,500","-4.285714285714278","nan","19,171","112,618","7.209291256128324","nan","1,989","12,465","10.397661854574451","nan","4,703","26,822","-8.740871250376117"
"2015-02-14 00:00:00","5,800","39,300","-2.962962962962962","nan","19,314","131,932","7.113745230169684","nan","1,865","14,330","8.355387523629503","nan","4,649","31,472","-7.969659119539941"
"2015-02-21 00:00:00","5,700","45,000","-3.433476394849791","nan","18,484","150,416","6.985312422205638","nan","1,967","16,297","8.465890183028279","nan","4,856","36,328","-5.623328362813567"
"2015-02-28 00:00:00","5,800","50,800","-2.8680688336520035","nan","19,450","169,866","7.269110542767848","nan","1,821","18,118","8.147794424879123","nan","4,886","41,215","-6.312511365702832"
"2015-03-07 00:00:00","6,200","57,000","-2.3972602739726057","nan","20,557","190,423","9.159959643209277","nan","2,060","20,178","10.868131868131869","nan","4,836","46,051","-5.797853747710079"
"2015-03-14 00:00:00","6,100","63,100","-2.1705426356589186","nan","19,378","209,801","8.76548138086919","nan","2,026","22,204","11.477055929310168","nan","5,271","51,323","-5.390610739918358"
"2015-03-21 00:00:00","6,200","69,300","-2.118644067796609","nan","18,509","228,310","8.304396501015148","nan","1,766","23,970","11.696178937558258","nan","4,409","55,732","-5.181266508642111"
"2015-03-28 00:00:00","6,500","75,800","-1.558441558441558","nan","18,769","247,079","7.963592508761039","nan","2,190","26,160","11.623143881208392","nan","5,022","60,755","-4.75033315042721"
"2015-04-04 00:00:00","3,100","78,900","-4.825090470446327","nan","17,070","264,149","7.35931263767975","nan","1,967","28,127","12.68830128205127","nan","3,837","64,592","-6.190635996706206"
"2015-04-11 00:00:00","6,100","85,000","-4.921700223713643","nan","18,156","282,305","6.750134238846826","nan","1,758","29,885","10.562338142804293","nan","4,220","68,813","-6.828859296711499"
"2015-04-18 00:00:00","6,100","91,100","-1.5135135135135158","nan","20,599","302,904","8.477538391015344","nan","2,163","32,048","10.437988903821633","nan","4,991","73,804","-5.814449163727701"
"2015-04-25 00:00:00","6,500","97,600","-0.8130081300813004","nan","18,380","321,284","7.94056086195485","nan","2,071","34,119","11.803257200904397","nan","5,030","78,835","-4.163889565006144"
"2015-05-02 00:00:00","4,300","101,900","-2.5812619502868017","nan","17,232","338,516","7.926224673606356","nan","2,431","36,550","12.64870862355913","nan","4,629","83,465","-4.999032518752031"
"2015-05-09 00:00:00","7,200","109,100","-2.1524663677130036","nan","19,346","357,862","7.36643774995575","nan","1,788","38,338","12.964818197890253","nan","4,411","87,876","-5.274122862509103"
"2015-05-16 00:00:00","3,400","112,500","-3.7639007698887923","nan","15,695","373,557","6.623643146444564","nan","2,090","40,428","12.965239745165974","nan","4,597","92,474","-5.62146095894181"
"2015-05-23 00:00:00","6,500","119,000","-4.032258064516128","nan","21,054","394,611","7.177952268301354","nan","2,063","42,491","12.809961238252","nan","4,856","97,331","-5.40869238627063"
"2015-05-30 00:00:00","6,100","125,100","-2.265625","nan","16,383","410,994","7.3335196245622285","nan","2,193","44,684","11.788251776243357","nan","4,114","101,446","-5.424000596658672"
"2015-06-06 00:00:00","5,600","130,700","-2.0239880059969977","nan","18,207","429,201","6.767214680706573","nan","2,136","46,820","11.606397940454343","nan","4,835","106,281","-5.101974384792086"
"2015-06-13 00:00:00","6,300","137,000","-1.367890568754504","nan","18,131","447,332","7.3304861077786825","nan","2,300","49,120","11.565367493413277","nan","5,258","111,539","-4.573984588681867"
"2015-06-20 00:00:00","5,900","142,900","-1.243953006219769","nan","17,199","464,531","6.974157505192906","nan","2,050","51,170","11.763934999126334","nan","4,946","116,486","-3.74235765236854"
"2015-06-27 00:00:00","5,900","148,800","-1.5873015873015959","nan","17,355","481,886","6.6532396392408515","nan","2,176","53,346","11.836477987421375","nan","5,025","121,512","-3.5420007303093826"
"2015-07-04 00:00:00","6,400","155,200","-1.6476552598225567","nan","16,833","498,719","6.414726366460684","nan","2,325","55,671","12.104309303262184","nan","4,181","125,693","-3.3621063904600277"
"2015-07-11 00:00:00","5,700","160,900","-1.650366748166249","nan","15,744","514,463","5.8350253754893515","nan","2,334","58,005","12.132459548802416","nan","4,544","130,237","-3.4651870701490424"
"2015-07-18 00:00:00","5,900","166,800","-1.4766686355581697","nan","16,987","531,450","5.824583481846844","nan","1,739","59,744","11.042135196922104","nan","4,085","134,323","-3.643763900122309"
"2015-07-25 00:00:00","5,400","172,200","-1.5999999999999943","nan","16,902","548,352","5.911801971630766","nan","2,464","62,208","11.182999410198207","nan","4,625","138,949","-3.5500552922302546"
"2015-08-01 00:00:00","5,400","177,600","-1.7699115044247833","nan","17,434","565,786","5.637302952054995","nan","2,222","64,430","11.46865971176969","nan","5,543","144,493","-2.758560353181821"
"2015-08-08 00:00:00","5,500","183,100","-1.6648764769065565","nan","15,763","581,549","5.220981629946465","nan","1,810","66,240","11.213713671697917","nan","4,743","149,236","-2.4496194147522914"
"2015-08-15 00:00:00","5,500","188,600","-1.6684045881126224","nan","16,508","598,057","4.823893363246782","nan","2,094","68,334","11.018325968286973","nan","4,172","153,408","-2.554931392021061"
"2015-08-22 00:00:00","5,500","194,100","-1.9696969696969688","nan","17,457","615,514","4.550874606350703","nan","2,224","70,558","10.952463321434763","nan","4,873","158,282","-2.163343201822215"
"2015-08-29 00:00:00","5,900","200,000","-2.0568070519098853","nan","18,636","634,150","4.445114228351301","nan","2,217","72,775","10.566697052567605","nan","4,543","162,826","-1.8724424918490854"
"2015-09-05 00:00:00","5,700","205,700","-2.140818268315897","nan","17,731","651,881","4.404362080204223","nan","1,849","74,624","10.198174783661656","nan","4,906","167,732","-1.9551052363203496"
"2015-09-12 00:00:00","5,300","211,000","-2.3148148148148096","nan","18,851","670,732","4.310312651629204","nan","2,315","76,939","10.363771982672063","nan","4,934","172,666","-1.7019974142206848"
"2015-09-19 00:00:00","6,000","217,000","-2.3841655420602734","nan","18,848","689,580","4.271221910898149","nan","2,136","79,075","10.225957986590274","nan","5,302","177,969","-1.337115318384832"
"2015-09-26 00:00:00","5,800","222,800","-2.194907813871822","nan","18,678","708,258","4.180101200282422","nan","1,925","81,000","9.708527467764654","nan","5,088","183,058","-0.9158322056833299"
"2015-10-03 00:00:00","6,000","228,800","-2.0128479657387572","nan","18,578","726,836","4.580869900532235","nan","2,184","83,184","10.091451713230711","nan","4,757","187,815","-0.8181979655158074"
"2015-10-10 00:00:00","5,900","234,700","-1.7991631799163201","nan","19,861","746,697","4.356229743950962","nan","2,031","85,215","9.750914429962393","nan","4,821","192,636","-0.7139156935485431"
"2015-10-17 00:00:00","5,600","240,300","-1.9183673469387799","nan","19,316","766,013","4.270243193283264","nan","1,947","87,162","9.523390673887633","nan","5,304","197,940","-0.6503009042071"
"2015-10-24 00:00:00","5,300","245,600","-2.1123953766440877","nan","18,464","784,477","4.0842835421271815","nan","2,001","89,163","9.29517038489827","nan","4,727","202,668","-0.44811569909391835"
"2015-10-31 00:00:00","5,900","251,500","-2.1019852082522306","nan","18,743","803,220","4.002009550544344","nan","1,927","91,090","9.254683714347394","nan","5,448","208,117","-0.16980779101166377"
"2015-11-07 00:00:00","5,600","257,100","-2.1689497716894977","nan","18,342","821,867","3.838475980623784","nan","1,810","92,900","8.424173105202954","nan","4,850","212,967","-0.14749130619586026"
"2015-11-14 00:00:00","5,600","262,700","-2.2329735764793526","nan","18,859","840,726","3.714842964521921","nan","2,189","95,089","8.391943187388136","nan","4,910","217,878","-0.04541476939358802"
"2015-11-21 00:00:00","5,600","268,300","-2.258652094717675","nan","19,060","859,786","3.4823247915094555","nan","2,037","97,126","7.998176420223928","nan","5,179","223,057","0.39815075561068625"
"2015-11-28 00:00:00","provisional","na","na","nan","18,696","878,482","3.4821850325295287","nan","2,234","99,360","8.074007200582997","nan","4,776","227,834","0.31304623485955574"
"2015-12-05 00:00:00","na","na","na","nan","18,342","896,824","3.3283560078162395","nan","2,018","101,378","7.7549371824578515","nan","5,324","233,158","0.5744777400710035"
"2015-12-12 00:00:00","na","na","na","nan","20,105","916,929","3.532925342125452","nan","2,457","103,835","7.417369264987329","nan","5,822","238,981","0.9305211428657287"
"2015-12-19 00:00:00","na","na","na","nan","20,816","937,745","3.6672592120914516","nan","746","104,581","7.655645227703218","nan","3,664","242,645","0.7380337832021127"
"2015-12-26 00:00:00","na","na","na","nan","11,481","949,226","4.138206440769451","nan","138","104,719","7.633721169263666","nan","1,946","244,592","0.7916067432862093"
"2016-01-02 00:00:00","na","na","na","nan","13,486","13,486","26.617219040465685","nan","947","947","-44.490035169988275","nan","3,136","3,136","17.356878226516926"
"2016-01-09 00:00:00","na","na","na","nan","21,164","34,650","-1.4421025684785462","nan","2,568","3,515","-14.121671145858784","nan","5,375","8,512","11.231964885234106"
"2016-01-16 00:00:00","na","na","na","nan","21,570","56,220","0.48436969382829886","nan","2,212","5,727","-8.162283515073767","nan","6,138","14,651","13.03802353189026"
"2016-01-23 00:00:00","na","na","na","nan","17,591","73,811","-1.1543663707096243","nan","2,134","7,861","-5.9688995215311","nan","5,530","20,181","14.526569144547523"
"2016-01-30 00:00:00","na","na","na","nan","18,963","92,774","-0.7201943347565987","nan","2,126","9,987","-4.66781214203894","nan","4,948","25,130","13.612731136127309"
"2016-02-06 00:00:00","na","na","na","nan","18,917","111,691","-0.8231366211440445","nan","1,945","11,932","-4.275972723626154","nan","5,868","30,998","15.566797014634787"
"2016-02-13 00:00:00","na","na","na","nan","17,846","129,537","-1.815329108934904","nan","1,760","13,692","-4.452198185624567","nan","5,476","36,474","15.895349401101328"
"2016-02-20 00:00:00","na","na","na","nan","19,149","148,686","-1.1501436017444888","nan","2,082","15,774","-3.209179603608021","nan","5,366","41,841","15.17548814758733"
"2016-02-27 00:00:00","na","na","na","nan","18,831","167,517","-1.3828547207799176","nan","1,898","17,672","-2.4616403576553694","nan","4,686","46,527","12.889373015187616"
"2016-03-05 00:00:00","na","na","na","nan","19,432","186,949","-1.824359452377081","nan","2,024","19,696","-2.3887402121122108","nan","5,386","51,913","12.729504725954271"
"2016-03-12 00:00:00","na","na","na","nan","18,697","205,646","-1.9804481389507202","nan","1,826","21,522","-3.071518645289146","nan","5,929","57,843","12.70322665781066"
"2016-03-19 00:00:00","na","na","na","nan","19,259","224,905","-1.4913932810652284","nan","1,707","23,229","-3.091364205256582","nan","5,366","63,210","13.416622630162934"
"2016-03-26 00:00:00","na","na","na","nan","16,676","241,581","-2.2251992277773525","nan","1,788","25,017","-4.36926605504587","nan","3,334","66,544","9.529988925287995"
"2016-04-02 00:00:00","na","na","na","nan","20,180","261,761","-0.9040352225448487","nan","1,814","26,831","-4.607672343300024","nan","5,724","72,269","11.884747906959234"
"2016-04-09 00:00:00","na","na","na","nan","20,602","282,363","0.0205451550627771","nan","1,869","28,700","-3.9651999330767893","nan","5,614","77,883","13.1817206614069"
"2016-04-16 00:00:00","na","na","na","nan","19,416","301,779","-0.3714048015212654","nan","2,054","30,754","-4.037693459810285","nan","5,360","83,244","12.790412132130655"
"2016-04-23 00:00:00","na","na","na","nan","18,944","320,723","-0.1746118698721375","nan","1,800","32,554","-4.586887071719573","nan","4,945","88,189","11.86628086561376"
"2016-04-30 00:00:00","na","na","na","nan","19,824","340,547","0.5999716409268672","nan","1,747","34,301","-6.153214774281807","nan","5,256","93,446","11.958637574329842"
