"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Mexico","4","0403909500","MK/CM,NESOI,OQ","2018-2018","MT","0","0.0","15,216","6.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,975","0.6","8,024","1.5","0","0.0","26,215","8.2","","","US","MX","0403909500",""
"Chile","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","62,793","15.9","2,916","0.8","6,588","1.7","297,939","77.0","90,512","23.5","0","0.0","98,667","25.5","161,431","41.9","35,240","6.8","224,376","57.9","96,061","25.7","1,076,523","276.8","-57","-56","US","CI","0403109000",""
"Chile","1","0403109000","YOGURT, NESOI","2017-2017","MT","195,208","45.7","0","0.0","0","0.0","94,757","24.3","101,275","25.7","53,804","14.2","45,667","12.8","66,811","18.0","118,935","31.9","0","0.0","152,929","41.2","96,527","25.7","925,913","239.4","-37","-38","US","CI","0403109000",""
"Chile","1","0403109000","YOGURT, NESOI","2018-2018","MT","88,986","24.2","125,803","34.0","189,588","51.1","115,806","30.5","82,824","22.5","104,298","27.9","132,577","36.4","372,053","107.8","102,099","27.8","199,923","42.2","80,391","21.7","177,690","47.5","1,772,038","473.5","121","119","US","CI","0403109000",""
"Germany(*)","1","0403100500","YOGURT, DRY","2015-2015","MT","140,320","39.2","142,569","55.3","164,973","61.6","142,689","55.3","96,268","57.8","138,425","38.6","166,371","56.7","115,737","32.3","146,132","51.1","114,999","32.1","178,284","61.6","206,327","69.0","1,753,094","610.6","16","12","US","GM","0403100500",""
"Germany(*)","1","0403100500","YOGURT, DRY","2016-2016","MT","201,984","56.4","114,072","31.8","202,747","66.9","203,384","56.8","116,042","32.4","28,893","8.1","27,185","7.6","0","0.0","0","0.0","29,932","8.4","0","0.0","29,888","8.3","954,127","276.6","","","US","GM","0403100500",""
"Germany(*)","1","0403100500","YOGURT, DRY","2017-2017","MT","29,916","8.4","0","0.0","0","0.0","29,855","8.3","29,922","8.4","29,922","8.4","29,855","8.3","0","0.0","0","0.0","87,597","24.5","203,051","56.7","55,089","15.4","495,207","138.2","-73","-73","US","GM","0403100500",""
"Germany(*)","1","0403100500","YOGURT, DRY","2018-2018","MT","113,992","31.8","180,616","50.4","129,417","36.1","64,907","18.1","33,182","9.3","0","0.0","131,411","36.7","131,394","36.7","131,202","36.6","131,660","36.8","131,269","36.6","98,226","27.4","1,277,276","356.5","-25","-25","US","GM","0403100500",""
"Germany(*)","2","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,960","2.4","11,952","2.8","36,155","7.7","16,434","3.9","0","0.0","0","0.0","74,501","16.8","","","US","GM","0403109000",""
"Germany(*)","2","0403109000","YOGURT, NESOI","2016-2016","MT","16,434","3.9","4,320","3.0","0","0.0","0","0.0","0","0.0","28,813","19.7","86,356","59.1","144,341","40.3","144,333","40.3","144,400","40.3","114,880","32.1","111,282","31.1","795,159","269.7","-3","-3","US","GM","0403109000",""
"Germany(*)","2","0403109000","YOGURT, NESOI","2017-2017","MT","114,617","32.0","172,475","48.1","115,488","32.2","172,386","48.1","87,370","24.4","115,030","32.1","86,700","24.2","115,960","32.4","57,850","16.1","97,854","29.1","0","0.0","0","0.0","1,135,730","318.8","","","US","GM","0403109000",""
"Germany(*)","2","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","32,278","18.6","32,278","18.6","0","0.0","32,278","18.6","0","0.0","43,730","22.7","0","0.0","72,010","39.5","0","0.0","212,574","118.0","","","US","GM","0403109000",""
"Lithuania","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,195","5.9","20,195","5.9","","","US","LH","0403109000",""
"Lithuania","2","0403900400","SC,F,NOV45,QT","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,806","948.0","0","0.0","2,806","948.0","","","US","LH","0403900400",""
"Colombia","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","0","0.0","6,279","3.1","18,245","9.5","44,543","24.1","2,401","1.4","0","0.0","0","0.0","12,809","7.1","16,343","8.9","9,526","5.1","6,874","3.6","117,020","63.0","-28","-29","US","CO","0403109000",""
"Colombia","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","0","0.0","3,198","1.7","12,911","7.1","0","0.0","10,349","5.6","12,463","6.7","3,068","0.9","31,611","14.1","41,980","19.4","28,223","11.5","28,631","9.3","172,434","76.4","1","-19","US","CO","0403109000",""
"Colombia","1","0403109000","YOGURT, NESOI","2017-2017","MT","38,204","12.2","28,676","12.9","79,527","31.8","39,281","13.3","41,659","14.9","73,677","26.8","46,268","17.6","40,184","15.0","34,398","16.5","58,537","22.5","38,478","15.5","52,116","21.5","571,005","220.4","35","39","US","CO","0403109000",""
"Colombia","1","0403109000","YOGURT, NESOI","2018-2018","MT","9,721","3.8","44,378","19.6","35,137","14.1","31,535","15.0","50,757","20.6","29,711","10.7","41,487","17.3","54,003","21.0","55,516","21.8","65,556","30.4","63,588","22.0","15,346","6.0","496,735","202.4","-76","-73","US","CO","0403109000",""
"Japan","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","8,681","1.1","0","0.0","0","0.0","0","0.0","3,886","0.5","0","0.0","10,066","1.3","0","0.0","8,864","1.2","7,012","0.9","6,587","1.1","45,096","6.1","-6","18","US","JA","0403109000",""
"India","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,353","5.3","0","0.0","17,309","6.1","21,396","6.3","8,539","2.4","43,038","13.5","0","0.0","110,635","33.7","","","US","IN","0403109000",""
"India","1","0403109000","YOGURT, NESOI","2018-2018","MT","40,160","12.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,743","1.6","29,352","10.9","23,561","6.9","5,072","1.3","0","0.0","3,030","1.1","105,918","34.1","","","US","IN","0403109000",""
"India","2","0403901600","SC,F,NOV45,OQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,250","5,080.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,250","5,080.0","","","US","IN","0403901600",""
"India","3","0403902000","BUTTERMLK, FLUID","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,059","3,420.0","0","0.0","3,059","3,420.0","","","US","IN","0403902000",""
"India","3","0403902000","BUTTERMLK, FLUID","2017-2017","LITER","0","0.0","3,420","3,660.0","0","0.0","7,397","8,800.0","0","0.0","9,997","10,800.0","0","0.0","0","0.0","0","0.0","33,300","296,567.0","0","0.0","0","0.0","54,114","319,827.0","","","US","IN","0403902000",""
"India","3","0403902000","BUTTERMLK, FLUID","2018-2018","LITER","12,392","110,362.0","0","0.0","0","0.0","10,100","10,000.0","11,505","12,200.0","0","0.0","14,906","15,140.0","29,444","31,360.0","30,033","33,031.0","0","0.0","28,352","33,971.0","0","0.0","136,732","246,064.0","","","US","IN","0403902000",""
"India","4","0403909500","MK/CM,NESOI,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,856","0.9","0","0.0","0","0.0","0","0.0","2,856","0.9","","","US","IN","0403909500",""
"Greece","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","11,723","5.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,632","1.7","0","0.0","8,209","4.1","0","0.0","23,564","11.3","","","US","GR","0403109000",""
"Greece","1","0403109000","YOGURT, NESOI","2016-2016","MT","4,457","0.4","0","0.0","0","0.0","0","0.0","21,299","7.7","9,851","4.7","0","0.0","11,298","3.0","26,830","9.4","0","0.0","0","0.0","7,721","6.0","81,456","31.2","","","US","GR","0403109000",""
"Greece","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","0","0.0","8,928","4.5","11,100","3.0","0","0.0","0","0.0","6,094","2.0","3,953","1.1","13,591","5.9","4,533","1.8","11,547","4.3","0","0.0","59,746","22.6","","","US","GR","0403109000",""
"Greece","1","0403109000","YOGURT, NESOI","2018-2018","MT","8,966","4.1","0","0.0","34,846","16.1","13,738","4.8","13,825","9.5","9,182","4.6","7,231","3.6","29,010","14.2","25,823","13.3","8,543","4.2","9,272","4.6","2,996","1.4","163,432","80.4","-68","-68","US","GR","0403109000",""
"Greece","2","0403902000","BUTTERMLK, FLUID","2015-2015","LITER","2,069","192.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,069","192.0","","","US","GR","0403902000",""
"Poland","1","0403109000","YOGURT, NESOI","2016-2016","MT","2,281","2.2","2,233","2.2","4,434","3.1","16,876","6.6","17,046","8.4","14,757","5.8","15,592","6.7","6,999","4.0","9,451","5.1","8,975","4.9","3,184","2.2","4,419","4.4","106,247","55.5","39","100","US","PL","0403109000",""
"Poland","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","4,583","3.2","2,278","2.2","3,576","3.3","9,807","5.4","7,171","2.1","11,918","4.3","3,885","3.3","3,849","3.3","7,512","4.3","9,206","3.3","0","0.0","63,785","34.5","","","US","PL","0403109000",""
"Poland","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","2,357","0.9","3,665","1.2","0","0.0","0","0.0","0","0.0","3,617","1.6","9,798","3.4","3,785","1.6","18,603","8.4","2,723","1.3","44,548","18.5","-85","-84","US","PL","0403109000",""
"United Arab Emirates","1","0403904500","SC,DRD,<6,OQ","2015-2015","MT","0","0.0","15,500","62.8","0","0.0","0","0.0","16,925","68.5","0","0.0","7,950","1.6","0","0.0","0","0.0","0","0.0","30,100","121.9","0","0.0","70,475","254.8","","","US","AE","0403904500",""
"United Arab Emirates","1","0403904500","SC,DRD,<6,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","18,700","75.7","0","0.0","20,600","83.4","18,700","75.7","0","0.0","0","0.0","0","0.0","0","0.0","58,000","234.9","","","US","AE","0403904500",""
"United Arab Emirates","1","0403904500","SC,DRD,<6,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","26,735","108.3","0","0.0","0","0.0","0","0.0","0","0.0","13,555","54.9","40,290","163.2","","","US","AE","0403904500",""
"United Arab Emirates","1","0403904500","SC,DRD,<6,OQ","2018-2018","MT","0","0.0","25,309","102.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,309","102.5","","","US","AE","0403904500",""
"Bangladesh","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,750","1.9","0","0.0","0","0.0","0","0.0","6,750","1.9","","","US","BG","0403109000",""
"Brazil","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,703","5.8","0","0.0","0","0.0","0","0.0","0","0.0","20,703","5.8","","","US","BR","0403109000",""
"Brazil","2","0403909500","MK/CM,NESOI,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,087","0.5","2,087","0.5","","","US","BR","0403909500",""
"China","1","0403909500","MK/CM,NESOI,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,875","-","0","0.0","0","0.0","2,875","-","","","US","CH","0403909500",""
"Costa Rica","1","0403900400","SC,F,NOV45,QT","2015-2015","LITER","0","0.0","0","0.0","31,680","17,978.0","0","0.0","31,600","17,933.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","63,280","35,911.0","","","US","CS","0403900400",""
"Cyprus","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,318","0.2","0","0.0","0","0.0","2,348","0.2","0","0.0","0","0.0","0","0.0","4,666","0.4","","","US","CY","0403109000",""
"Ireland","1","0403909000","MK/CM,NESOI,QT","2017-2017","MT","263,404","38.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","263,404","38.0","","","US","EI","0403909000",""
"Ireland","1","0403909000","MK/CM,NESOI,QT","2018-2018","MT","0","0.0","0","0.0","131,546","19.0","0","0.0","0","0.0","131,439","19.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","262,985","38.0","","","US","EI","0403909000",""
"Ireland","2","0403909500","MK/CM,NESOI,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","131,205","19.0","131,205","19.0","0","0.0","0","0.0","135,375","19.0","0","0.0","0","0.0","397,785","57.0","","","US","EI","0403909500",""
"Ireland","2","0403909500","MK/CM,NESOI,OQ","2016-2016","MT","131,362","19.0","0","0.0","0","0.0","0","0.0","131,362","19.0","131,015","19.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","393,739","57.0","","","US","EI","0403909500",""
"Ireland","2","0403909500","MK/CM,NESOI,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","131,628","19.0","0","0.0","0","0.0","0","0.0","131,631","19.0","0","0.0","0","0.0","0","0.0","263,259","38.0","","","US","EI","0403909500",""
"Ireland","2","0403909500","MK/CM,NESOI,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","131,508","19.0","0","0.0","131,773","19.0","0","0.0","263,281","38.0","","","US","EI","0403909500",""
"Estonia","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","0","0.0","7,410","6.1","7,339","7.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,749","14.0","","","US","EN","0403109000",""
"El Salvador","1","0403900400","SC,F,NOV45,QT","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,565","507.0","0","0.0","0","0.0","2,565","507.0","","","US","ES","0403900400",""
"El Salvador","2","0403901600","SC,F,NOV45,OQ","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","24,750","10,260.0","24,750","10,260.0","","","US","ES","0403901600",""
"El Salvador","2","0403901600","SC,F,NOV45,OQ","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","23,715","10,260.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,715","10,260.0","","","US","ES","0403901600",""
"Hungary","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,349","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,349","1.9","","","US","HU","0403109000",""
"Hungary","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","17,109","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,109","2.5","","","US","HU","0403109000",""
"Hungary","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,619","2.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,619","2.3","","","US","HU","0403109000",""
"Iran","1","0403908500","MK/CM,F,NT/DR-LA","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,228","1.0","0","0.0","0","0.0","2,228","1.0","","","US","IR","0403908500",""
"Iran","1","0403908500","MK/CM,F,NT/DR-LA","2018-2018","MT","0","0.0","0","0.0","0","0.0","3,913","1.8","0","0.0","3,713","1.7","0","0.0","2,970","1.4","0","0.0","0","0.0","0","0.0","0","0.0","10,596","4.8","","","US","IR","0403908500",""
"Italy(*)","1","0403908500","MK/CM,F,NT/DR-LA","2015-2015","MT","0","0.0","6,197","-","0","0.0","0","0.0","0","0.0","0","0.0","5,999","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,196","0.1","","","US","IT","0403908500",""
"Italy(*)","1","0403908500","MK/CM,F,NT/DR-LA","2016-2016","MT","0","0.0","6,904","1.9","0","0.0","0","0.0","5,933","-","0","0.0","6,569","-","0","0.0","0","0.0","0","0.0","0","0.0","5,950","-","25,356","2.0","","","US","IT","0403908500",""
"Italy(*)","1","0403908500","MK/CM,F,NT/DR-LA","2017-2017","MT","0","0.0","0","0.0","0","0.0","17,754","5.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,707","1.0","34,461","5.9","","","US","IT","0403908500",""
"Italy(*)","1","0403908500","MK/CM,F,NT/DR-LA","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,299","-","0","0.0","3,252","-","5,397","-","0","0.0","7,611","-","0","0.0","22,559","0.1","","","US","IT","0403908500",""
"Italy(*)","2","0403909500","MK/CM,NESOI,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,078","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,078","-","","","US","IT","0403909500",""
"Jordan","1","0403105000","YOGURT, DRY, OQ","2017-2017","MT","0","0.0","0","0.0","9,600","2.4","0","0.0","0","0.0","0","0.0","30,769","8.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","40,369","10.4","","","US","JO","0403105000",""
"Jordan","1","0403105000","YOGURT, DRY, OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,475","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,475","0.9","","","US","JO","0403105000",""
"Jordan","2","0403908500","MK/CM,F,NT/DR-LA","2016-2016","MT","0","0.0","0","0.0","4,950","1.2","0","0.0","2,880","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,830","1.9","","","US","JO","0403908500",""
"Korea, South","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,070","-","0","0.0","0","0.0","2,331","0.1","0","0.0","0","0.0","0","0.0","4,401","0.1","","","US","KS","0403109000",""
"Korea, South","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,156","0.6","3,291","-","3,666","-","10,113","0.7","11","3","US","KS","0403109000",""
"Korea, South","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","7,235","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,235","0.1","","","US","KS","0403109000",""
"Netherlands","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","0","0.0","16,384","3.9","16,434","3.9","0","0.0","2,934","1.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,752","8.9","","","US","NL","0403109000",""
"Netherlands","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,943","3.3","0","0.0","0","0.0","4,943","3.3","","","US","NL","0403109000",""
"New Zealand(*)","1","0403105000","YOGURT, DRY, OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,016","3.4","0","0.0","15,526","4.3","0","0.0","0","0.0","27,542","7.7","","","US","NZ","0403105000",""
"New Zealand(*)","2","0403905500","SC,DRD,6-35BF,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,366","3.5","0","0.0","7,366","3.5","","","US","NZ","0403905500",""
"Russia","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","2,448","2.8","0","0.0","5,318","4.2","2,726","2.6","7,079","6.2","0","0.0","0","0.0","3,842","4.0","0","0.0","3,162","2.3","3,561","3.4","28,136","25.5","13","47","US","RS","0403109000",""
"Russia","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","0","0.0","3,078","2.3","0","0.0","3,859","3.2","2,148","1.4","2,558","2.3","0","0.0","3,002","0.7","0","0.0","4,769","2.8","2,538","0.7","21,952","13.4","-47","-75","US","RS","0403109000",""
"Russia","1","0403109000","YOGURT, NESOI","2017-2017","MT","2,124","1.1","0","0.0","2,836","1.7","0","0.0","2,071","0.9","0","0.0","10,043","3.2","0","0.0","6,980","3.2","0","0.0","0","0.0","0","0.0","24,054","10.1","","","US","RS","0403109000",""
"Russia","1","0403109000","YOGURT, NESOI","2018-2018","MT","8,128","3.9","0","0.0","0","0.0","8,916","5.2","7,444","5.6","0","0.0","4,408","2.1","6,379","2.5","5,262","2.7","6,413","2.6","8,680","4.9","0","0.0","55,630","29.5","","","US","RS","0403109000",""
"Singapore","1","0403909500","MK/CM,NESOI,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,388","-","0","0.0","0","0.0","0","0.0","2,388","-","","","US","SN","0403909500",""
"Turkey","1","0403109000","YOGURT, NESOI","2015-2015","MT","0","0.0","50,480","13.3","3,960","1.4","0","0.0","69,808","19.1","69,212","19.3","66,140","18.1","0","0.0","131,925","36.0","0","0.0","0","0.0","0","0.0","391,525","107.2","","","US","TU","0403109000",""
"Turkey","1","0403109000","YOGURT, NESOI","2016-2016","MT","0","0.0","0","0.0","0","0.0","39,547","11.0","36,210","10.0","2,869","0.7","71,469","20.4","63,063","18.4","0","0.0","71,138","19.6","0","0.0","0","0.0","284,296","80.2","","","US","TU","0403109000",""
"Turkey","1","0403109000","YOGURT, NESOI","2017-2017","MT","0","0.0","212,726","58.1","0","0.0","0","0.0","0","0.0","0","0.0","51,122","15.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","263,848","74.0","","","US","TU","0403109000",""
"Turkey","1","0403109000","YOGURT, NESOI","2018-2018","MT","0","0.0","50,990","16.3","0","0.0","0","0.0","56,376","13.5","61,658","16.8","0","0.0","0","0.0","0","0.0","48,038","17.0","0","0.0","0","0.0","217,062","63.6","","","US","TU","0403109000",""
"Venezuela","1","0403909500","MK/CM,NESOI,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,087","0.5","0","0.0","0","0.0","0","0.0","2,087","0.5","","","US","VE","0403909500",""
